plant	year	Electricity	SO2	NOx	Capital_Stock	Employees	Heat_coal	Heat_oil	Heat_gas	CAAP1
3178	86	6699.79452054795	94.2065479452055	30.5119452054795	396052409.918109	85	20078.3967780822	14.3273506849315	0	0
3297	86	7660.17534246575	74.4024383561644	32.3168767123288	571136204.81698	90	21814.5103013699	185.448929227397	0	0
3497	86	20923.7835616438	171.044164383562	57.6259726027397	781547472.566425	256	65346.8638136986	0	621.896736986301	0
3644	86	2785.7397260274	14.2771780821918	10.1122465753425	253475492.705708	106	9198.90916712329	15.8840547945205	0	0
3775	86	7200.87945205479	39.5867945205479	29.3706301369863	739613538.788614	179	19908.833539726	27.5812929863014	0	0
3776	86	2712.7397260274	30.6049863013699	17.8842191780822	598048568.113316	131	12602.661890411	108.071805205479	0	0
3788	86	5492.57808219178	37.0626301369863	17.0575616438356	806404988.960069	211	16915.8792438356	126.03361449863	0	0
3796	86	3587.34794520548	23.3680273972603	16.301698630137	394085938.113581	140	10717.3451945205	32.7024657534247	0	0
3936	86	4330.98356164384	24.2860547945205	19.7095342465753	598296584.067451	137	12058.0795506849	29.9491283671233	0	0
3945	86	971.235616438356	8.4925205479452	5.39369863013699	351730740.450218	79	3515.0799890411	7.52824109589041	0	0
3946	86	2029.6602739726	21.7097808219178	12.8615616438356	373055583.78389	79	6323.31302465753	17.4090575342466	0	0
3947	86	12550.4575342466	400.23	83.7246575342466	807049615.960495	245	35150.1166027397	13.8996024328767	0	0
3948	86	20294.5863013699	224.253534246575	92.5270410958904	1512793900.78034	254	58175.3486191781	264.030284843836	0	0
4054	86	2725.73424657534	51.7882465753425	22.1102739726027	230148689.686329	60	8104.71183561644	0.934356164383562	0	0
4072	86	3238.66575342466	67.3335068493151	17.6662739726027	529094591.576736	164	10622.6936438356	100.389895890411	0	0
4158	86	11227.3616438356	65.6901643835616	64.3529315068493	964896332.013303	279	37018.8241643836	38.9859942739726	0	0
4162	86	7839.79178082192	36.5753698630137	32.0398904109589	811815637.923776	230	23696.1982630137	59.3315763945205	114.766347945205	0
6002	86	12165.4657534247	53.3988767123288	37.2496438356164	1646315722.10453	332	34905.9126082192	497.721511134247	0	0
6004	86	18685.901369863	86.6840547945205	72.1469589041096	1846100216.99761	257	54745.003769863	239.021654794521	0	0
6016	86	4379.52876712329	19.502904109589	16.5231232876712	716854818.502803	125	13160.9136383562	34.0214963506849	0	0
6017	86	8119.13150684931	22.3419178082192	19.6443835616438	1562889687.36254	242	25248.9717205479	112.752499117808	0	0
6095	86	12185.9780821918	46.672904109589	53.1847123287671	1012992886.59227	266	36691.9040657534	77.1309979232877	0	0
6139	86	19761.0657534247	85.2857260273973	131.880547945205	960398455.938286	131	59087.7005369863	123.802191780822	0	0
6146	86	41956.2	118.568547945205	125.66295890411	1949430754.90705	700	136631.734416438	339.852032876712	0	0
6147	86	36356.4630136986	203.070931506849	118.55498630137	1446776958.20209	528	117859.458706849	293.801621917808	0	0
6155	86	15544.495890411	155.259917808219	53.6567397260274	1123889834.53215	263	44255.5223013699	67.6607342465753	0	0
6178	86	12199.5369863014	34.3860821917808	41.2478630136986	601059001.954949	121	34354.1214246575	27.3666246575342	0	0
6193	86	17429.7150684932	65.7787397260274	73.1762739726027	873010801.181926	155	50200.1476054794	0	309.589857534247	0
6248	86	9773.56712328767	36.5873424657534	67.6605479452055	920389944.012605	117	30209.1252054794	60.1227658356164	0	0
6264	86	24628.9561643836	115.821342465753	70.1486575342466	1437354813.19075	248	66270.9164767123	133.261680328767	0	0
8042	86	38906.0410958904	251.10701369863	153.265643835616	1232931028.0807	183	101522.721539726	74.0031105205479	0	0
8102	86	36542.3589041096	1037.87794520548	177.299753424658	2198759608.60403	363	105716.068465753	122.257988021918	0	0
8226	86	7520.82739726027	86.4198356164384	22.5749589041096	787792374.460301	157	21501.6672	2.2669482739726	130.764416438356	0
3	87	23982.9397260274	149.146438356164	73.1945753424658	1602628647.2349	459	67431.5775178082	79.0697469205479	648.910753424658	0
8	87	19201.0684931507	176.382273972603	60.6258082191781	1521428458.91522	538	55142.8167123288	137.509990915068	0	0
470	87	8614.65479452055	27.7897534246575	40.0911780821918	758967541.342029	109	26096.3569643836	45.8976570739726	8.1025205479452	0
602	87	9985.6301369863	56.8655890410959	30.884602739726	1019673385.77794	124	29127.6757972603	193.331287972603	0	0
641	87	14567.7534246575	353.470136986301	66.1101369863014	1192061225.39958	237	44385.5471780822	36.116202739726	656.035616438356	0
708	87	13585.802739726	193.893095890411	61.1364109589041	831086725.046216	314	40936.9946191781	42.1995187561644	0	0
709	87	27047.7753424658	264.270931506849	116.658630136986	1356246200.78514	503	76118.7831945205	54.7999890410959	0	0
728	87	19350.2712328767	317.445479452055	61.7330410958904	1297339657.03088	468	56803.4568219178	64.9377534246575	0	0
856	87	9087.24109589041	61.0566575342466	38.4173424657534	840420093.038388	152	26163.1847232877	25.8854966136986	0	0
861	87	8111.92602739726	300.630520547945	69.1134246575343	991460769.929684	290	25512.6355890411	53.3681950027397	0	0
862	87	998.201369863014	27.0938082191781	4.984	399411731.870458	101	3056.25486027397	16.5472841589041	0	0
863	87	1561.68054794521	37.9099178082192	5.74320547945205	308724940.074388	92	4919.62101917808	20.3905146410959	0	0
864	87	3490.73287671233	79.3327945205479	11.7732602739726	603528525.56027	147	10010.6798684932	194.528114794521	0	0
876	87	8266.98904109589	292.479780821918	75.0822191780822	1220212886.89171	324	27294.0995506849	0	28.7829369863014	0
879	87	14713.8246575342	67.2135342465753	72.6235890410959	2564141956.53577	401	47162.4300219178	0	98.5205479452055	0
887	87	11618.5178082192	196.254	39.7703561643836	1644160032.89379	332	35950.9251452055	33.5381172	0	0
889	87	26903.6339726027	678.683068493151	171.00802739726	1566189277.4542	267	78602.8289643836	91.0997260273972	0	0
983	87	27471.797260274	731.043315068493	181.292191780822	1544056210.22158	393	77530.6252328767	5.44596164383562	0	0
988	87	8136.7095890411	135.611589041096	46.2364383561644	1498433947.17377	332	22809.5416164384	168.021915369863	0	0
991	87	1635.55342465753	37.7798904109589	6.11578082191781	507402110.919881	96	5314.04835068493	45.9202684931507	0	0
